Airline,Source,Destination,Total_Stops,Additional_Info,Price,Date_of_Journey_day,Date_of_Journey_month,Date_of_Journey_weekday,Date_of_Journey_hour,Date_of_Journey_minute,Route_stops,Dep_Time_minutes,Arrival_Time_minutes,Duration_minutes
Multiple carriers,Delhi,Cochin,1 stop,No info,10678,24,6,0,0,0,2.0,295.0,1140,845
Air India,Delhi,Cochin,2 stops,No info,8052,21,3,3,0,0,3.0,1035.0,460,865
GoAir,Banglore,New Delhi,non-stop,No info,3898,24,3,6,0,0,1.0,700.0,875,175
Air Asia,Kolkata,Banglore,non-stop,No info,3807,12,6,2,0,0,1.0,620.0,775,155
IndiGo,Delhi,Cochin,1 stop,No info,6838,3,6,0,0,0,2.0,555.0,1260,705
Jet Airways,Delhi,Cochin,2 stops,No info,13014,24,6,0,0,0,3.0,330.0,1140,810
IndiGo,Kolkata,Banglore,non-stop,No info,5224,12,4,4,0,0,1.0,865.0,1015,150
Multiple carriers,Delhi,Cochin,1 stop,No info,13377,6,6,3,0,0,2.0,780.0,90,750
GoAir,Delhi,Cochin,1 stop,No info,6633,21,5,1,0,0,2.0,420.0,775,355
Air Asia,Kolkata,Banglore,1 stop,No info,5192,24,5,4,0,0,2.0,455.0,1410,955
IndiGo,Banglore,Delhi,non-stop,No info,4591,18,4,3,0,0,1.0,1330.0,60,170
Air India,Kolkata,Banglore,non-stop,No info,4880,12,5,6,0,0,1.0,1245.0,1400,155
Jet Airways,Banglore,Delhi,non-stop,No info,7229,27,4,5,0,0,1.0,1065.0,1245,180
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12373,9,5,3,0,0,2.0,1185.0,265,520
Air India,Delhi,Cochin,non-stop,No info,6094,27,4,5,0,0,1.0,850.0,1030,180
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,12,6,2,0,0,2.0,1255.0,755,940
Jet Airways,Delhi,Cochin,2 stops,No info,15439,9,4,1,0,0,3.0,700.0,1140,440
IndiGo,Banglore,Delhi,non-stop,No info,4077,6,5,0,0,0,1.0,1410.0,140,170
GoAir,Banglore,Delhi,non-stop,No info,4632,18,5,5,0,0,1.0,1255.0,1420,165
Jet Airways,Kolkata,Banglore,1 stop,No info,12692,6,6,3,0,0,2.0,575.0,1080,505
IndiGo,Kolkata,Banglore,1 stop,No info,3480,24,4,2,0,0,2.0,1160.0,1425,265
Multiple carriers,Delhi,Cochin,2 stops,No info,19360,18,5,5,0,0,3.0,1070.0,90,460
Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,9134,15,3,4,0,0,2.0,700.0,495,1235
Multiple carriers,Delhi,Cochin,1 stop,No info,13587,24,6,0,0,0,2.0,840.0,1260,420
Jet Airways,Delhi,Cochin,1 stop,No info,15554,9,5,3,0,0,2.0,1050.0,1140,1530
Jet Airways,Banglore,New Delhi,non-stop,No info,7229,9,3,5,0,0,1.0,1195.0,1355,160
IndiGo,Delhi,Cochin,1 stop,No info,7514,6,3,2,0,0,2.0,515.0,1340,825
Multiple carriers,Delhi,Cochin,1 stop,No info,13587,6,6,3,0,0,2.0,480.0,1260,780
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,7229,9,6,6,0,0,1.0,430.0,610,180
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,1,6,5,0,0,2.0,135.0,265,1570
IndiGo,Delhi,Cochin,1 stop,No info,14871,3,3,6,0,0,2.0,450.0,1260,810
Multiple carriers,Delhi,Cochin,1 stop,No info,10529,27,5,0,0,0,2.0,525.0,1140,615
IndiGo,Delhi,Cochin,1 stop,No info,6442,12,6,2,0,0,2.0,455.0,1350,895
IndiGo,Kolkata,Banglore,1 stop,No info,5170,21,5,1,0,0,2.0,915.0,1205,290
IndiGo,Delhi,Cochin,1 stop,No info,6442,15,5,2,0,0,2.0,455.0,1350,895
IndiGo,Banglore,Delhi,non-stop,No info,3419,27,5,0,0,0,1.0,30.0,205,175
Jet Airways,Banglore,New Delhi,1 stop,No info,17261,6,3,2,0,0,2.0,1235.0,625,830
SpiceJet,Chennai,Kolkata,non-stop,No check-in baggage included,3543,24,6,0,0,0,1.0,500.0,635,135
Air Asia,Banglore,Delhi,non-stop,No info,3383,12,5,6,0,0,1.0,670.0,835,165
Air India,Delhi,Cochin,2 stops,No info,9181,24,6,0,0,0,3.0,1320.0,1155,1275
Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,11087,12,3,1,0,0,2.0,1135.0,685,990
Jet Airways,Banglore,Delhi,non-stop,No info,7229,18,4,3,0,0,1.0,430.0,610,180
Multiple carriers,Delhi,Cochin,1 stop,No info,11249,9,3,5,0,0,2.0,285.0,1155,870
Jet Airways,Banglore,New Delhi,1 stop,No info,16736,6,3,2,0,0,2.0,420.0,1380,960
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,24,6,0,0,0,2.0,1050.0,265,655
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,1,6,5,0,0,2.0,840.0,1140,300
Jet Airways,Mumbai,Hyderabad,non-stop,No info,5678,15,5,2,0,0,1.0,175.0,260,85
Multiple carriers,Delhi,Cochin,1 stop,No info,8307,21,3,3,0,0,2.0,540.0,930,390
Air India,Delhi,Cochin,1 stop,No info,7690,18,5,5,0,0,2.0,1040.0,565,965
Jet Airways,Delhi,Cochin,2 stops,No info,16704,18,5,5,0,0,3.0,805.0,755,1390
Air India,Delhi,Cochin,1 stop,No info,10315,9,3,5,0,0,2.0,240.0,460,1660
Jet Airways,Delhi,Cochin,2 stops,No info,15129,27,5,0,0,0,3.0,580.0,755,1615
Air India,Kolkata,Banglore,1 stop,No info,12173,24,3,6,0,0,2.0,420.0,535,1555
Air India,Kolkata,Banglore,1 stop,No info,4227,3,4,2,0,0,2.0,1140.0,665,965
IndiGo,Banglore,Delhi,non-stop,No info,3943,12,6,2,0,0,1.0,365.0,530,165
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,7229,1,6,5,0,0,1.0,670.0,845,175
Vistara,Kolkata,Banglore,1 stop,No info,8610,15,5,2,0,0,2.0,430.0,1220,790
IndiGo,Banglore,New Delhi,non-stop,No info,7303,9,3,5,0,0,1.0,430.0,605,175
Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,10972,18,3,0,0,0,2.0,1120.0,460,780
Multiple carriers,Delhi,Cochin,1 stop,No info,7670,18,5,5,0,0,2.0,620.0,1260,640
Air India,Delhi,Cochin,1 stop,No info,8372,15,5,2,0,0,2.0,600.0,1155,555
IndiGo,Delhi,Cochin,1 stop,No info,6628,1,6,5,0,0,2.0,900.0,90,630
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,9,6,6,0,0,2.0,780.0,755,1415
Jet Airways,Kolkata,Banglore,1 stop,No info,14178,24,5,4,0,0,2.0,990.0,560,1010
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,8518,27,3,2,0,0,3.0,310.0,1130,820
Jet Airways,Delhi,Cochin,2 stops,No info,13376,24,6,0,0,0,3.0,875.0,755,1320
Vistara,Kolkata,Banglore,1 stop,No info,8452,12,6,2,0,0,2.0,1020.0,645,1065
Jet Airways,Delhi,Cochin,1 stop,No info,18371,24,6,0,0,0,2.0,135.0,755,620
SpiceJet,Mumbai,Hyderabad,non-stop,No check-in baggage included,1965,3,4,2,0,0,1.0,795.0,885,90
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10368,1,6,5,0,0,3.0,1170.0,755,1025
Jet Airways,Kolkata,Banglore,1 stop,No info,11467,6,5,0,0,0,2.0,1225.0,1080,1295
Jet Airways,Kolkata,Banglore,1 stop,No info,14781,9,5,3,0,0,2.0,990.0,280,730
Air India,Mumbai,Hyderabad,1 stop,No info,9535,6,3,2,0,0,2.0,1215.0,555,780
Air India,Mumbai,Hyderabad,non-stop,No info,2050,3,4,2,0,0,1.0,1265.0,1345,80
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10368,12,6,2,0,0,3.0,1170.0,265,535
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10031,24,3,6,0,0,2.0,505.0,1355,850
SpiceJet,Kolkata,Banglore,non-stop,No info,4491,21,4,6,0,0,1.0,540.0,685,145
Jet Airways,Banglore,Delhi,non-stop,No info,7229,15,5,2,0,0,1.0,1065.0,1245,180
SpiceJet,Banglore,New Delhi,1 stop,No info,11401,3,3,6,0,0,2.0,620.0,1095,475
IndiGo,Chennai,Kolkata,non-stop,No info,3597,27,6,3,0,0,1.0,885.0,1025,140
Vistara,Kolkata,Banglore,1 stop,No info,7927,12,6,2,0,0,2.0,1020.0,545,965
SpiceJet,Kolkata,Banglore,non-stop,No info,4174,1,5,2,0,0,1.0,540.0,685,145
Air India,Kolkata,Banglore,1 stop,No info,10203,1,5,2,0,0,2.0,420.0,975,555
Vistara,Kolkata,Banglore,1 stop,No info,8610,9,5,3,0,0,2.0,430.0,1220,790
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,5769,12,6,2,0,0,1.0,915.0,1090,175
IndiGo,Kolkata,Banglore,non-stop,No info,5644,1,5,2,0,0,1.0,690.0,845,155
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,5769,3,6,0,0,0,1.0,430.0,610,180
Jet Airways,Banglore,Delhi,non-stop,No info,7229,15,5,2,0,0,1.0,360.0,525,165
IndiGo,Kolkata,Banglore,1 stop,No info,4226,9,6,6,0,0,2.0,380.0,620,240
IndiGo,Banglore,New Delhi,1 stop,No info,4588,9,3,5,0,0,2.0,725.0,1025,300
Jet Airways,Mumbai,Hyderabad,non-stop,In-flight meal not included,4995,21,5,1,0,0,1.0,620.0,710,90
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,5406,1,4,0,0,0,2.0,1050.0,755,1145
SpiceJet,Kolkata,Banglore,non-stop,No info,3873,24,6,0,0,0,1.0,1030.0,1180,150
Jet Airways,Delhi,Cochin,1 stop,No info,17024,6,3,2,0,0,2.0,690.0,1130,440
SpiceJet,Delhi,Cochin,1 stop,No check-in baggage included,5158,9,6,6,0,0,2.0,525.0,795,270
Jet Airways,Mumbai,Hyderabad,non-stop,No info,8040,1,5,2,0,0,1.0,620.0,710,90
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,18,5,5,0,0,2.0,345.0,980,635
Air India,Chennai,Kolkata,non-stop,No info,4667,12,5,6,0,0,1.0,700.0,835,135
Jet Airways,Mumbai,Hyderabad,non-stop,No info,5678,3,4,2,0,0,1.0,1175.0,1265,90
Air India,Kolkata,Banglore,2 stops,No info,12513,12,5,6,0,0,3.0,350.0,1225,875
Jet Airways,Banglore,Delhi,non-stop,No info,8016,27,6,3,0,0,1.0,430.0,610,180
SpiceJet,Chennai,Kolkata,non-stop,No check-in baggage included,3543,1,6,5,0,0,1.0,1065.0,1205,140
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,5963,21,3,3,0,0,2.0,1050.0,265,655
Jet Airways,Kolkata,Banglore,1 stop,No info,14781,18,5,5,0,0,2.0,505.0,980,475
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12373,18,5,5,0,0,2.0,540.0,755,1655
Jet Airways,Mumbai,Hyderabad,non-stop,In-flight meal not included,3210,1,6,5,0,0,1.0,1175.0,1265,90
Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,9134,15,3,4,0,0,2.0,345.0,1105,760
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10919,6,6,3,0,0,3.0,875.0,265,830
IndiGo,Mumbai,Hyderabad,non-stop,No info,4575,1,5,2,0,0,1.0,550.0,640,90
IndiGo,Delhi,Cochin,non-stop,No info,5601,15,6,5,0,0,1.0,335.0,530,195
Jet Airways,Kolkata,Banglore,1 stop,No info,14151,18,5,5,0,0,2.0,1020.0,1415,395
Air India,Kolkata,Banglore,2 stops,No info,10151,6,5,0,0,0,3.0,720.0,475,1195
Vistara,Banglore,Delhi,non-stop,No info,5403,18,4,3,0,0,1.0,585.0,755,170
IndiGo,Delhi,Cochin,1 stop,No info,6147,27,5,0,0,0,2.0,120.0,465,345
IndiGo,Kolkata,Banglore,non-stop,No info,4804,27,6,3,0,0,1.0,865.0,1015,150
Multiple carriers,Delhi,Cochin,1 stop,No info,8371,27,3,2,0,0,2.0,535.0,1155,620
Jet Airways,Delhi,Cochin,2 stops,No info,13014,9,6,6,0,0,3.0,1170.0,265,535
Air Asia,Banglore,Delhi,non-stop,No info,3383,24,5,4,0,0,1.0,295.0,465,170
SpiceJet,Chennai,Kolkata,non-stop,No info,7298,6,3,2,0,0,1.0,1065.0,1205,140
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,4544,3,4,2,0,0,1.0,430.0,610,180
Multiple carriers,Delhi,Cochin,1 stop,No info,15147,6,3,2,0,0,2.0,535.0,930,395
Multiple carriers,Delhi,Cochin,1 stop,No info,10782,9,3,5,0,0,2.0,285.0,1185,900
IndiGo,Delhi,Cochin,1 stop,No info,6027,15,5,2,0,0,2.0,910.0,1200,290
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10919,6,6,3,0,0,3.0,875.0,265,830
Air India,Delhi,Cochin,1 stop,No info,6681,27,3,2,0,0,2.0,370.0,495,1565
IndiGo,Banglore,Delhi,non-stop,No info,3943,24,6,0,0,0,1.0,1410.0,140,170
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12898,27,5,0,0,0,2.0,1310.0,755,885
IndiGo,Delhi,Cochin,1 stop,No info,6628,6,6,3,0,0,2.0,1115.0,90,415
Air India,Delhi,Cochin,1 stop,No info,5022,3,4,2,0,0,2.0,1230.0,1380,1590
Air India,Delhi,Cochin,2 stops,No info,12698,3,6,0,0,0,3.0,430.0,460,1470
Air Asia,Delhi,Cochin,1 stop,No info,10794,9,6,6,0,0,2.0,1245.0,430,625
IndiGo,Delhi,Cochin,1 stop,No info,6416,9,6,6,0,0,2.0,685.0,1260,575
SpiceJet,Kolkata,Banglore,non-stop,No info,4622,9,3,5,0,0,1.0,1340.0,40,140
IndiGo,Banglore,Delhi,non-stop,No info,3943,27,5,0,0,0,1.0,780.0,950,170
Air Asia,Kolkata,Banglore,non-stop,No info,4508,6,6,3,0,0,1.0,1195.0,1345,150
Vistara,Kolkata,Banglore,1 stop,No info,8452,12,6,2,0,0,2.0,430.0,1360,930
Air India,Kolkata,Banglore,2 stops,No info,13437,12,5,6,0,0,3.0,1005.0,535,970
Vistara,Chennai,Kolkata,non-stop,No info,11982,18,5,5,0,0,1.0,1065.0,1205,140
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,24,5,4,0,0,2.0,1135.0,720,1025
Jet Airways,Delhi,Cochin,2 stops,No info,15129,9,5,3,0,0,3.0,580.0,265,1125
Jet Airways,Delhi,Cochin,1 stop,No info,14714,27,6,3,0,0,2.0,840.0,1140,300
IndiGo,Delhi,Cochin,1 stop,No info,6093,27,6,3,0,0,2.0,400.0,1260,860
IndiGo,Delhi,Cochin,1 stop,No info,5307,6,4,5,0,0,2.0,295.0,800,505
GoAir,Delhi,Cochin,1 stop,No info,10188,15,5,2,0,0,2.0,865.0,1175,310
Jet Airways,Kolkata,Banglore,1 stop,No info,14571,6,6,3,0,0,2.0,1200.0,495,735
Jet Airways,Delhi,Cochin,2 stops,No info,10976,27,3,2,0,0,3.0,1150.0,265,555
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,24,5,4,0,0,2.0,390.0,980,590
IndiGo,Kolkata,Banglore,non-stop,No info,4488,9,4,1,0,0,1.0,1220.0,1375,155
Air India,Delhi,Cochin,1 stop,No info,8582,24,5,4,0,0,2.0,1380.0,1155,1215
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,24,6,0,0,0,2.0,1185.0,755,1010
Vistara,Kolkata,Banglore,1 stop,No info,8662,6,5,0,0,0,2.0,1020.0,645,1065
IndiGo,Banglore,New Delhi,non-stop,No info,4777,24,3,6,0,0,1.0,360.0,525,165
Jet Airways,Mumbai,Hyderabad,non-stop,In-flight meal not included,2071,27,3,2,0,0,1.0,950.0,1040,90
Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,11087,12,3,1,0,0,2.0,1375.0,915,980
Air India,Banglore,Delhi,non-stop,No info,5228,18,4,3,0,0,1.0,1265.0,1435,170
Jet Airways,Kolkata,Banglore,1 stop,No info,12996,1,4,0,0,0,2.0,390.0,980,590
Jet Airways,Banglore,New Delhi,1 stop,No info,16736,6,3,2,0,0,2.0,480.0,1380,900
Jet Airways,Kolkata,Banglore,1 stop,No info,13941,1,5,2,0,0,2.0,1135.0,605,910
Air India,Banglore,New Delhi,1 stop,No info,9166,15,3,4,0,0,2.0,830.0,1330,500
Air India,Delhi,Cochin,1 stop,No info,12677,3,3,6,0,0,2.0,315.0,410,1535
Air India,Chennai,Kolkata,non-stop,No info,4405,24,3,6,0,0,1.0,700.0,835,135
Jet Airways,Kolkata,Banglore,1 stop,No info,12121,6,5,0,0,0,2.0,575.0,1415,840
Air India,Banglore,Delhi,non-stop,No info,6121,6,6,3,0,0,1.0,1265.0,1435,170
Jet Airways,Kolkata,Banglore,1 stop,No info,14388,18,5,5,0,0,2.0,505.0,560,1495
Jet Airways,Kolkata,Banglore,1 stop,No info,11467,1,4,0,0,0,2.0,1225.0,655,870
Jet Airways,Banglore,New Delhi,1 stop,No info,13817,12,3,1,0,0,2.0,1285.0,625,780
Air India,Mumbai,Hyderabad,non-stop,No info,3100,6,5,0,0,0,1.0,1170.0,1245,75
Multiple carriers,Delhi,Cochin,1 stop,No info,8266,21,5,1,0,0,2.0,700.0,1155,455
Jet Airways,Kolkata,Banglore,1 stop,No info,13759,24,3,6,0,0,2.0,1185.0,1405,1660
IndiGo,Banglore,Delhi,non-stop,No info,3943,9,6,6,0,0,1.0,25.0,195,170
Multiple carriers,Delhi,Cochin,1 stop,No info,12327,27,3,2,0,0,2.0,1095.0,95,440
IndiGo,Mumbai,Hyderabad,non-stop,No info,4049,12,6,2,0,0,1.0,385.0,475,90
SpiceJet,Banglore,Delhi,non-stop,No check-in baggage included,3573,1,6,5,0,0,1.0,1270.0,5,175
Air Asia,Kolkata,Banglore,non-stop,No info,4409,15,5,2,0,0,1.0,1195.0,1345,150
Air India,Delhi,Cochin,2 stops,No info,6565,27,3,2,0,0,3.0,425.0,565,1580
IndiGo,Kolkata,Banglore,non-stop,No info,4174,15,4,0,0,0,1.0,1285.0,5,160
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,4030,24,5,4,0,0,1.0,430.0,610,180
Air Asia,Kolkata,Banglore,non-stop,No info,4082,21,3,3,0,0,1.0,620.0,775,155
Air India,Kolkata,Banglore,2 stops,No info,6117,24,5,4,0,0,3.0,550.0,665,1555
Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,6163,21,3,3,0,0,2.0,350.0,740,390
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,6540,27,3,2,0,0,2.0,960.0,265,745
SpiceJet,Kolkata,Banglore,1 stop,No info,4649,12,5,6,0,0,2.0,905.0,1220,315
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,9,6,6,0,0,2.0,1310.0,1140,1270
Vistara,Banglore,Delhi,non-stop,No info,5613,6,4,5,0,0,1.0,1170.0,1335,165
IndiGo,Banglore,New Delhi,non-stop,No info,6144,24,3,6,0,0,1.0,510.0,690,180
Jet Airways,Kolkata,Banglore,1 stop,No info,13067,12,5,6,0,0,2.0,1020.0,1325,1745
Vistara,Banglore,New Delhi,non-stop,No info,7608,3,3,6,0,0,1.0,1270.0,5,175
Multiple carriers,Delhi,Cochin,1 stop,No info,7198,9,6,6,0,0,2.0,600.0,90,930
Jet Airways,Kolkata,Banglore,1 stop,No info,13941,15,5,2,0,0,2.0,990.0,1415,425
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10368,9,6,6,0,0,3.0,580.0,265,1125
SpiceJet,Chennai,Kolkata,non-stop,No check-in baggage included,3543,27,6,3,0,0,1.0,500.0,635,135
IndiGo,Kolkata,Banglore,non-stop,No info,4462,27,3,2,0,0,1.0,1225.0,1385,160
Air India,Kolkata,Banglore,2 stops,No info,8005,24,3,6,0,0,3.0,350.0,820,470
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,7064,1,4,0,0,0,2.0,1135.0,1355,1660
Jet Airways,Kolkata,Banglore,1 stop,No info,12121,1,5,2,0,0,2.0,1225.0,1265,1480
Air India,Delhi,Cochin,2 stops,No info,8918,9,5,3,0,0,3.0,720.0,1155,435
Air India,Kolkata,Banglore,1 stop,No info,8891,12,5,6,0,0,2.0,565.0,1310,745
Air India,Kolkata,Banglore,1 stop,No info,10203,1,5,2,0,0,2.0,600.0,975,375
Multiple carriers,Delhi,Cochin,1 stop,No info,8073,15,5,2,0,0,2.0,780.0,1260,480
IndiGo,Delhi,Cochin,1 stop,No info,11237,3,3,6,0,0,2.0,970.0,1340,370
Jet Airways,Delhi,Cochin,2 stops,No info,13376,12,6,2,0,0,3.0,405.0,265,1300
Multiple carriers,Delhi,Cochin,1 stop,No info,6513,9,6,6,0,0,2.0,430.0,1350,920
Jet Airways,Kolkata,Banglore,1 stop,No info,13731,24,5,4,0,0,2.0,1135.0,280,585
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,7064,1,4,0,0,0,2.0,1200.0,1190,1430
Jet Airways,Banglore,New Delhi,1 stop,No info,16736,6,3,2,0,0,2.0,345.0,1150,805
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8586,15,5,2,0,0,2.0,1200.0,605,845
Multiple carriers,Delhi,Cochin,1 stop,No info,11789,15,6,5,0,0,2.0,360.0,1140,780
IndiGo,Kolkata,Banglore,non-stop,No info,5224,24,5,4,0,0,1.0,690.0,845,155
IndiGo,Delhi,Cochin,non-stop,No info,6834,15,5,2,0,0,1.0,1265.0,20,195
IndiGo,Delhi,Cochin,1 stop,No info,6316,15,6,5,0,0,2.0,960.0,90,570
Jet Airways,Delhi,Cochin,2 stops,No info,11869,21,3,3,0,0,3.0,645.0,1130,1925
Air Asia,Kolkata,Banglore,non-stop,No info,4384,6,3,2,0,0,1.0,1370.0,80,150
IndiGo,Kolkata,Banglore,non-stop,No info,5644,21,4,6,0,0,1.0,865.0,1015,150
Air India,Delhi,Cochin,2 stops,No info,19681,9,3,5,0,0,3.0,1215.0,1155,1380
Multiple carriers,Delhi,Cochin,1 stop,No info,13377,6,6,3,0,0,2.0,600.0,90,930
Multiple carriers,Delhi,Cochin,2 stops,No info,10090,9,3,5,0,0,3.0,585.0,1280,695
Jet Airways,Mumbai,Hyderabad,2 stops,No info,20845,6,3,2,0,0,3.0,1070.0,1010,1380
Vistara,Banglore,Delhi,non-stop,No info,4878,24,6,0,0,0,1.0,1020.0,1175,155
IndiGo,Mumbai,Hyderabad,non-stop,No info,2227,1,6,5,0,0,1.0,1280.0,1370,90
IndiGo,Delhi,Cochin,1 stop,No info,6442,18,5,5,0,0,2.0,455.0,970,515
SpiceJet,Banglore,Delhi,non-stop,No check-in baggage included,3257,27,5,0,0,0,1.0,1270.0,5,175
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,7229,15,6,5,0,0,1.0,360.0,525,165
Air India,Kolkata,Banglore,2 stops,No info,15164,1,5,2,0,0,3.0,1230.0,825,1035
IndiGo,Banglore,New Delhi,non-stop,No info,10067,24,3,6,0,0,1.0,610.0,780,170
Air India,Delhi,Cochin,non-stop,No info,5674,15,3,4,0,0,1.0,850.0,1030,180
Jet Airways,Banglore,New Delhi,1 stop,No info,20800,1,3,4,0,0,2.0,845.0,625,1220
IndiGo,Delhi,Cochin,1 stop,No info,7144,18,5,5,0,0,2.0,410.0,1350,940
Air India,Delhi,Cochin,non-stop,No info,6094,27,5,0,0,0,1.0,310.0,480,170
Jet Airways,Mumbai,Hyderabad,non-stop,In-flight meal not included,4050,18,5,5,0,0,1.0,620.0,710,90
SpiceJet,Chennai,Kolkata,non-stop,No check-in baggage included,3859,24,6,0,0,0,1.0,585.0,720,135
Jet Airways,Delhi,Cochin,2 stops,No info,11664,21,3,3,0,0,3.0,620.0,1130,1950
Multiple carriers,Delhi,Cochin,2 stops,In-flight meal not included,7731,6,3,2,0,0,3.0,430.0,1280,850
Jet Airways,Kolkata,Banglore,1 stop,No info,12692,12,6,2,0,0,2.0,575.0,1150,575
Air India,Delhi,Cochin,2 stops,No info,11307,18,5,5,0,0,3.0,795.0,565,1210
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8586,9,6,6,0,0,2.0,1270.0,280,450
IndiGo,Banglore,New Delhi,1 stop,No info,5746,21,3,3,0,0,2.0,680.0,925,245
Multiple carriers,Delhi,Cochin,1 stop,No info,13378,21,3,3,0,0,2.0,480.0,1155,675
Air India,Banglore,New Delhi,non-stop,No info,7486,24,3,6,0,0,1.0,1020.0,1185,165
SpiceJet,Chennai,Kolkata,non-stop,No info,7298,6,3,2,0,0,1.0,570.0,725,155
Multiple carriers,Delhi,Cochin,1 stop,No info,7005,12,6,2,0,0,2.0,700.0,1260,560
IndiGo,Kolkata,Banglore,non-stop,No info,4804,12,5,6,0,0,1.0,1035.0,1190,155
IndiGo,Delhi,Cochin,1 stop,No info,16162,9,3,5,0,0,2.0,285.0,775,490
IndiGo,Banglore,Delhi,non-stop,No info,3419,24,4,2,0,0,1.0,30.0,205,175
Air Asia,Kolkata,Banglore,2 stops,No info,5192,1,5,2,0,0,3.0,910.0,1410,500
Air Asia,Kolkata,Banglore,non-stop,No info,4409,15,4,0,0,0,1.0,620.0,775,155
Jet Airways,Banglore,Delhi,non-stop,No info,7229,18,4,3,0,0,1.0,500.0,680,180
IndiGo,Banglore,New Delhi,1 stop,No info,5397,15,3,4,0,0,2.0,1015.0,1310,295
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,6542,15,4,0,0,0,2.0,840.0,1140,300
GoAir,Delhi,Cochin,1 stop,No info,5281,27,3,2,0,0,2.0,625.0,1160,535
Multiple carriers,Delhi,Cochin,1 stop,No info,8266,6,6,3,0,0,2.0,770.0,1155,385
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,12,6,2,0,0,2.0,840.0,1140,300
Vistara,Kolkata,Banglore,1 stop,No info,11105,24,3,6,0,0,2.0,1220.0,1225,1445
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,4544,3,4,2,0,0,1.0,500.0,680,180
Air India,Kolkata,Banglore,non-stop,No info,4960,6,3,2,0,0,1.0,855.0,1005,150
Jet Airways,Banglore,New Delhi,1 stop,No info,16736,6,3,2,0,0,2.0,535.0,305,1210
Multiple carriers,Delhi,Cochin,1 stop,No info,13377,1,6,5,0,0,2.0,600.0,90,930
SpiceJet,Mumbai,Hyderabad,non-stop,No info,2227,18,5,5,0,0,1.0,795.0,885,90
Air India,Mumbai,Hyderabad,non-stop,No info,3100,15,3,4,0,0,1.0,380.0,460,80
Air India,Mumbai,Hyderabad,non-stop,No info,3100,9,6,6,0,0,1.0,1265.0,1345,80
SpiceJet,Kolkata,Banglore,non-stop,No info,3873,18,5,5,0,0,1.0,415.0,570,155
IndiGo,Mumbai,Hyderabad,non-stop,No info,5232,3,3,6,0,0,1.0,1205.0,1295,90
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,3359,27,5,0,0,0,1.0,1135.0,1320,185
IndiGo,Banglore,New Delhi,non-stop,No info,6144,24,3,6,0,0,1.0,430.0,605,175
IndiGo,Delhi,Cochin,1 stop,No info,7725,6,3,2,0,0,2.0,455.0,720,265
Air India,Banglore,New Delhi,non-stop,No info,4441,24,3,6,0,0,1.0,1265.0,1435,170
Air India,Delhi,Cochin,3 stops,No info,10703,27,6,3,0,0,4.0,315.0,1155,2280
